,Open,High,Low,Close,Volume
1857,14832.41992,14956.74023,14799.08984,14930.87012,122150000
1858,14929.49023,14987.46973,14923.26953,14937.48047,101010000
1859,14941.54981,15009.83984,14789.40039,14922.5,108410000
1860,14927.19043,15088.41016,14927.19043,15063.12012,90660000
1861,15067.23047,15192.12988,15067.23047,15191.05957,103200000
1862,15194.12988,15326.59961,15194.12988,15326.59961,102090000
1863,15327.13965,15345.32031,15283.25977,15300.63965,99760000
1864,15312.86035,15380.96973,15312.86035,15376.05957,90890000
1865,15381.36035,15549.87012,15381.36035,15494.78027,105740000
1866,15503.15039,15555.07031,15503.15039,15529.73047,104480000
1867,15533.03027,15709.58008,15470.16016,15676.94043,145410000
1868,15677.86035,15695.88965,15625.4502,15636.54981,116280000
1869,15635.08984,15654.76953,15448.08984,15451.08984,379650000
1870,15452.30957,15466.9502,15368.25,15401.37988,94920000
1871,15402.54004,15433.75,15327.13965,15334.58984,85430000
1872,15339.01953,15372.48047,15253.16016,15273.25977,81890000
1873,15274.41992,15387.19043,15274.41992,15328.29981,79050000
1874,15317.4502,15317.4502,15211.80957,15258.24023,95660000
1875,15249.82031,15249.82031,15086.70996,15129.66992,122330000
1876,15132.49023,15208.40039,15110.33984,15191.7002,82460000
1877,15182.65039,15182.65039,15044.70996,15133.13965,86090000
1878,15127.23047,15127.23047,14947.03027,14996.48047,91300000
1879,14994.67969,15083.99023,14972.33008,15072.58008,75100000
1880,15069.29981,15069.29981,14920.83008,14936.24023,79620000
1881,14938.04004,14938.04004,14773.46973,14776.53027,102690000
1882,14778.19043,14852.5,14719.42969,14802.98047,103190000
1883,14806.38965,15126.07031,14806.38965,15126.07031,106540000
1884,15126.51953,15237.29981,15100.12988,15237.11035,85730000
1885,15231.33008,15309.48047,15136.37988,15301.25977,81420000
1886,15300.29981,15301.91016,15161.33008,15168.00977,91440000
1887,15170.7002,15374.15039,15170.7002,15373.83008,92850000
1888,15369.45996,15376.11035,15229.01953,15371.65039,108490000
1889,15371.70996,15412.96973,15321.80957,15399.65039,156660000
1890,15401.32031,15410.17969,15362.66016,15392.2002,93660000
1891,15394.21973,15518.09961,15394.21973,15467.66016,107030000
1892,15465.33984,15465.66016,15366.19043,15413.33008,90630000
1893,15414.87012,15528.62988,15414.12988,15509.20996,89240000
1894,15523.71973,15570.59961,15512.95996,15570.28027,109900000
1895,15569.19043,15599.08984,15533.48047,15568.92969,92760000
1896,15572.20996,15683.08008,15572.20996,15680.34961,86600000
1897,15680.74023,15721,15574.51953,15618.75977,79170000
1898,15619.91992,15651.86035,15544.69043,15545.75,114050000
1899,15558.00977,15649.40039,15543.25,15615.54981,101830000
1900,15621.2002,15658.90039,15588.48047,15639.12012,71200000
1901,15631.21973,15651.88965,15522.17969,15618.21973,91890000
1902,15628.71973,15750.29004,15628.71973,15746.87988,109200000
1903,15751.30957,15797.67969,15586.33008,15593.98047,103860000
1904,15591.54004,15764.29004,15579.34961,15761.78027,101200000
1905,15759.28027,15791.4502,15737.21973,15783.09961,58860000
1906,15773.15039,15793.37988,15708.29004,15750.66992,79260000
1907,15739.5,15822.98047,15672,15821.62988,92450000
1908,15806.21973,15884.99023,15798.74023,15876.21973,123860000
1909,15876.16016,15962.98047,15875.90039,15961.7002,126460000
1910,15962.71973,16030.28027,15942.16992,15976.01953,94860000
1911,15974.05957,16025.84961,15943.78027,15967.03027,84570000
1912,15971.2002,16016.84961,15865.37012,15900.82031,84350000
1913,15908.07031,16016.04004,15908.07031,16009.99023,7.90E+07
1914,16008.70996,16068.78027,15976.26953,16064.76953,8.10E+07
1915,16072.08984,16109.62988,16055.45996,16072.54004,94040000
1916,16070.92969,16120.25,16070.92969,16072.79981,107450000
1917,16073.37012,16107.99023,16057.33984,16097.33008,65730000
1918,16105.16016,16174.50977,16074.13965,16086.41016,69190000
1919,16087.12012,16098,15986.23047,16008.76953,92590000
1920,16004.71973,16004.71973,15859.67969,15914.62012,103910000
1921,15910.50977,15960.36035,15791.29004,15889.76953,111180000
1922,15886.5,15896.19043,15809.37012,15821.50977,128080000
1923,15825.54981,16022.34961,15825.54981,16020.2002,98260000
1924,16019.49023,16058.40039,16015.29004,16025.53027,91810000
1925,16024.12012,16029.05957,15969.53027,15973.12988,79420000
1926,15970.75,15997.21973,15827.7002,15843.53027,107170000
1927,15844.82031,15845.11035,15703.79004,15739.42969,105870000
1928,15745.66016,15792.79981,15717.91992,15755.36035,83180000
1929,15759.59961,15930.30957,15759.59961,15884.57031,101470000
1930,15884.05957,15917.95996,15836.4502,15875.25977,101490000
1931,15876.57031,16173.04004,15808.91992,16167.96973,129620000
